"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 02:00","2020","12","27","02:00","-2.2","","-4.7","","83","","25","","24","","16.1","","100.68","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 03:00","2020","12","27","03:00","-2.3","","-4.5","","85","","27","","22","","16.1","","100.79","","","","-8","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 04:00","2020","12","27","04:00","-1.8","","-4.7","","81","","25","","26","","16.1","","100.87","","","","-8","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 05:00","2020","12","27","05:00","-1.7","","-5.2","","77","","26","","26","","16.1","","100.90","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 06:00","2020","12","27","06:00","-1.5","","-5.0","","77","","25","","24","","16.1","","100.97","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 07:00","2020","12","27","07:00","-1.5","","-5.4","","75","","26","","21","","16.1","","101.07","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 08:00","2020","12","27","08:00","-1.4","","-5.6","","73","","25","","17","","16.1","","101.10","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 09:00","2020","12","27","09:00","-1.2","","-5.6","","72","","29","","11","","16.1","","101.11","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 10:00","2020","12","27","10:00","-1.0","","-5.8","","70","","","M","4","","16.1","","101.19","","","","-2","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 11:00","2020","12","27","11:00","-0.2","","-6.0","","65","","17","","8","","16.1","","101.19","","","","-3","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 12:00","2020","12","27","12:00","0.3","","-4.6","","70","","15","","13","","16.1","","101.07","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 13:00","2020","12","27","13:00","0.5","","-3.8","","73","","15","","15","","16.1","","101.00","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 14:00","2020","12","27","14:00","1.0","","-3.3","","73","","15","","13","","16.1","","100.92","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 15:00","2020","12","27","15:00","0.9","","-3.9","","71","","13","","13","","16.1","","100.89","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 16:00","2020","12","27","16:00","0.9","","-3.5","","73","","12","","15","","16.1","","100.88","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 17:00","2020","12","27","17:00","1.1","","-3.6","","71","","10","","21","","16.1","","100.81","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 18:00","2020","12","27","18:00","1.1","","-3.2","","73","","11","","22","","16.1","","100.70","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 19:00","2020","12","27","19:00","2.1","","-2.2","","73","","10","","22","","16.1","","100.61","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 20:00","2020","12","27","20:00","2.0","","-1.6","","77","","11","","21","","16.1","","100.46","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 21:00","2020","12","27","21:00","2.3","","-1.3","","77","","12","","17","","16.1","","100.41","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 22:00","2020","12","27","22:00","2.5","","-0.6","","80","","10","","13","","16.1","","100.29","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-27 23:00","2020","12","27","23:00","2.6","","0.1","","84","","9","","11","","16.1","","100.20","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 00:00","2020","12","28","00:00","2.8","","0.7","","86","","8","","11","","16.1","","100.03","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 01:00","2020","12","28","01:00","3.5","","0.9","","83","","","M","4","","16.1","","99.97","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 02:00","2020","12","28","02:00","4.0","","1.6","","84","","16","","15","","16.1","","99.83","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 03:00","2020","12","28","03:00","4.5","","2.5","","87","","20","","39","","16.1","","99.77","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 04:00","2020","12","28","04:00","4.4","","3.1","","91","","19","","30","","16.1","","99.65","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 05:00","2020","12","28","05:00","4.7","","3.4","","91","","20","","26","","16.1","","99.58","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 06:00","2020","12","28","06:00","5.1","","3.4","","89","","21","","37","","16.1","","99.55","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 07:00","2020","12","28","07:00","4.9","","3.7","","92","","22","","35","","16.1","","99.61","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 08:00","2020","12","28","08:00","4.8","","3.2","","89","","24","","32","","16.1","","99.75","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 09:00","2020","12","28","09:00","3.8","","0.8","","81","","26","","48","","16.1","","100.01","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 10:00","2020","12","28","10:00","2.8","","0.0","","82","","24","","37","","16.1","","100.24","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 11:00","2020","12","28","11:00","2.9","","0.1","","82","","24","","32","","16.1","","100.34","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 12:00","2020","12","28","12:00","3.3","","-2.1","","68","","27","","43","","16.1","","100.43","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 13:00","2020","12","28","13:00","2.9","","-1.3","","74","","26","","37","","16.1","","100.57","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 14:00","2020","12","28","14:00","2.8","","-2.3","","69","","26","","35","","16.1","","100.66","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 15:00","2020","12","28","15:00","1.9","","-1.4","","79","","26","","34","","16.1","","100.77","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 16:00","2020","12","28","16:00","2.1","","-3.1","","69","","27","","28","","16.1","","100.89","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 17:00","2020","12","28","17:00","1.2","","-6.2","","58","","29","","34","","16.1","","101.03","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 18:00","2020","12","28","18:00","0.4","","-7.4","","56","","28","","34","","16.1","","101.15","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 19:00","2020","12","28","19:00","-0.1","","-6.8","","61","","27","","22","","16.1","","101.23","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 20:00","2020","12","28","20:00","-0.4","","-6.1","","66","","27","","22","","16.1","","101.32","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 21:00","2020","12","28","21:00","-0.3","","-6.1","","65","","28","","18","","16.1","","101.37","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 22:00","2020","12","28","22:00","-0.4","","-6.6","","63","","27","","24","","16.1","","101.43","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-28 23:00","2020","12","28","23:00","-0.9","","-6.1","","68","","26","","22","","16.1","","101.44","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 00:00","2020","12","29","00:00","-1.4","","-7.2","","65","","27","","22","","16.1","","101.47","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 01:00","2020","12","29","01:00","-1.6","","-8.0","","62","","27","","26","","16.1","","101.50","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 02:00","2020","12","29","02:00","-2.2","","-8.2","","64","","28","","22","","16.1","","101.58","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 03:00","2020","12","29","03:00","-2.1","","-7.8","","65","","27","","22","","16.1","","101.66","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 04:00","2020","12","29","04:00","-2.5","","-7.3","","70","","27","","22","","16.1","","101.74","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 05:00","2020","12","29","05:00","-2.8","","-7.5","","70","","30","","24","","16.1","","101.83","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 06:00","2020","12","29","06:00","-3.5","","-7.5","","74","","27","","17","","16.1","","101.97","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 07:00","2020","12","29","07:00","-3.7","","-8.2","","71","","27","","18","","16.1","","102.08","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 08:00","2020","12","29","08:00","-3.7","","-9.4","","65","","28","","18","","16.1","","102.17","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 09:00","2020","12","29","09:00","-3.0","","-9.3","","62","","27","","21","","16.1","","102.28","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 10:00","2020","12","29","10:00","-2.1","","-9.3","","58","","27","","26","","16.1","","102.39","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 11:00","2020","12","29","11:00","-1.1","","-9.0","","55","","29","","24","","16.1","","102.47","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 12:00","2020","12","29","12:00","-0.5","","-9.4","","51","","29","","21","","16.1","","102.44","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 13:00","2020","12","29","13:00","-0.9","","-9.6","","52","","26","","21","","16.1","","102.42","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 14:00","2020","12","29","14:00","-1.4","","-10.1","","52","","32","","21","","16.1","","102.43","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 15:00","2020","12","29","15:00","-0.7","","-9.7","","51","","32","","13","","16.1","","102.44","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 16:00","2020","12","29","16:00","-1.5","","-10.1","","52","","28","","9","","16.1","","102.45","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 17:00","2020","12","29","17:00","-2.0","","-9.7","","56","","25","","11","","16.1","","102.44","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 18:00","2020","12","29","18:00","-2.4","","-9.8","","57","","29","","11","","16.1","","102.44","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 19:00","2020","12","29","19:00","-2.4","","-9.5","","58","","28","","11","","16.1","","102.46","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 20:00","2020","12","29","20:00","-2.8","","-9.4","","61","","27","","13","","16.1","","102.47","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 21:00","2020","12","29","21:00","-2.9","","-9.6","","60","","29","","11","","16.1","","102.38","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 22:00","2020","12","29","22:00","-2.9","","-9.6","","60","","28","","9","","16.1","","102.33","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-29 23:00","2020","12","29","23:00","-2.4","","-8.7","","62","","25","","8","","16.1","","102.24","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 00:00","2020","12","30","00:00","-2.3","","-8.3","","64","","32","","5","","16.1","","102.13","","","","-4","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 01:00","2020","12","30","01:00","-2.6","","-7.4","","70","","","M","5","","16.1","","102.06","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 02:00","2020","12","30","02:00","-0.9","","-6.1","","68","","13","","17","","16.1","","101.95","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 03:00","2020","12","30","03:00","-0.7","","-5.6","","70","","15","","17","","16.1","","101.88","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 04:00","2020","12","30","04:00","-0.5","","-6.6","","64","","13","","15","","16.1","","101.65","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 05:00","2020","12","30","05:00","-1.3","","-4.7","","78","","16","","17","","4.8","","101.52","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 06:00","2020","12","30","06:00","-2.2","","-3.0","","94","","13","","13","","2.4","","101.38","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 07:00","2020","12","30","07:00","-1.5","","-2.9","","90","","11","","13","","16.1","","101.20","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 08:00","2020","12","30","08:00","-1.2","","-4.1","","81","","10","","15","","16.1","","101.06","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 09:00","2020","12","30","09:00","-0.3","","-3.8","","78","","11","","17","","16.1","","100.89","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 10:00","2020","12","30","10:00","1.1","","-3.0","","74","","12","","17","","16.1","","100.66","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 11:00","2020","12","30","11:00","1.1","","-2.1","","79","","10","","9","","16.1","","100.45","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 12:00","2020","12","30","12:00","1.7","","-1.0","","82","","8","","5","","16.1","","100.25","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 13:00","2020","12","30","13:00","3.3","","2.0","","91","","22","","18","","14.5","","100.06","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 14:00","2020","12","30","14:00","4.5","","2.5","","87","","22","","41","","16.1","","99.89","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 15:00","2020","12","30","15:00","4.3","","3.0","","91","","23","","24","","16.1","","99.91","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 16:00","2020","12","30","16:00","4.2","","3.2","","93","","22","","21","","16.1","","99.81","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 17:00","2020","12","30","17:00","4.5","","3.8","","95","","22","","28","","11.3","","99.86","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 18:00","2020","12","30","18:00","4.7","","4.3","","97","","22","","32","","16.1","","99.80","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 19:00","2020","12","30","19:00","4.7","","4.3","","97","","22","","24","","11.3","","99.80","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 20:00","2020","12","30","20:00","5.0","","3.7","","91","","24","","24","","16.1","","99.75","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 21:00","2020","12","30","21:00","4.7","","3.2","","90","","25","","22","","16.1","","99.80","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 22:00","2020","12","30","22:00","4.0","","-0.2","","74","","27","","28","","16.1","","99.89","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-30 23:00","2020","12","30","23:00","3.7","","-1.7","","68","","27","","22","","16.1","","99.97","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 00:00","2020","12","31","00:00","3.0","","-1.9","","70","","25","","24","","16.1","","100.08","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 01:00","2020","12","31","01:00","2.6","","-3.8","","63","","27","","35","","16.1","","100.19","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 02:00","2020","12","31","02:00","1.7","","-4.6","","63","","28","","32","","16.1","","100.37","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 03:00","2020","12","31","03:00","1.5","","-4.8","","63","","27","","34","","16.1","","100.50","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 04:00","2020","12","31","04:00","1.0","","-4.9","","65","","27","","28","","16.1","","100.57","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 05:00","2020","12","31","05:00","1.0","","-5.9","","60","","27","","26","","16.1","","100.66","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 06:00","2020","12","31","06:00","0.9","","-6.1","","60","","27","","26","","16.1","","100.82","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 07:00","2020","12","31","07:00","0.6","","-5.4","","64","","26","","24","","16.1","","100.95","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 08:00","2020","12","31","08:00","0.2","","-5.1","","68","","25","","26","","16.1","","101.01","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 09:00","2020","12","31","09:00","0.7","","-5.0","","66","","26","","21","","16.1","","101.22","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 10:00","2020","12","31","10:00","0.8","","-5.0","","65","","28","","18","","16.1","","101.31","","","","","","Rain,Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 11:00","2020","12","31","11:00","1.0","","-4.6","","67","","27","","13","","16.1","","101.38","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 12:00","2020","12","31","12:00","1.3","","-4.2","","67","","27","","11","","16.1","","101.36","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 13:00","2020","12","31","13:00","1.7","","-3.5","","69","","27","","17","","16.1","","101.43","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 14:00","2020","12","31","14:00","1.9","","-3.6","","67","","27","","21","","16.1","","101.47","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 15:00","2020","12","31","15:00","2.1","","-3.1","","69","","26","","18","","16.1","","101.55","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 16:00","2020","12","31","16:00","2.1","","-3.2","","68","","26","","18","","16.1","","101.62","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 17:00","2020","12","31","17:00","2.0","","-3.4","","68","","27","","21","","16.1","","101.72","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 18:00","2020","12","31","18:00","1.2","","-3.3","","72","","27","","15","","16.1","","101.77","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 19:00","2020","12","31","19:00","0.1","","-3.3","","78","","27","","13","","16.1","","101.86","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 20:00","2020","12","31","20:00","0.0","","-4.0","","74","","30","","11","","16.1","","101.96","","","","-4","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 21:00","2020","12","31","21:00","0.4","","-4.5","","70","","26","","8","","16.1","","102.02","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 22:00","2020","12","31","22:00","-0.1","","-4.9","","70","","30","","11","","16.1","","102.13","","","","-4","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-31 23:00","2020","12","31","23:00","-1.0","","-4.9","","75","","30","","4","","16.1","","102.13","","","","-2","","NA"
